issn,titulo,citacoes_jcr,citacoes_scimago,impacto_jcr,impacto_scimago
10946705,JOURNAL OF SERVICE RESEARCH,13,148,9.8,4.948
15527379,JOURNAL OF SERVICE RESEARCH,13,148,9.8,4.948
15315088,INTERNATIONAL ORGANIZATION,8,163,8.2,4.932
00208183,INTERNATIONAL ORGANIZATION,8,163,8.2,4.932
00097330,CIRCULATION RESEARCH,20,385,16.5,4.903
15244571,CIRCULATION RESEARCH,20,385,16.5,4.903
10535888,IEEE SIGNAL PROCESSING MAGAZINE,18,211,9.4,4.896
19410611,Annual Review of Marine Science,15,127,14.3,4.891
19411405,Annual Review of Marine Science,15,127,14.3,4.891
26621355,Nature Food,25,57,23.6,4.891
01662236,TRENDS IN NEUROSCIENCES,15,318,14.6,4.891
1878108X,TRENDS IN NEUROSCIENCES,15,318,14.6,4.891
20411723,Nature Communications,16,522,14.7,4.887
24054720,Cell Systems,11,87,9.0,4.872
24054712,Cell Systems,11,87,9.0,4.872
19493053,IEEE Transactions on Smart Grid,9,230,8.6,4.863
19411367,Annual Review of Financial Economics,5,44,5.0,4.854
19411375,Annual Review of Financial Economics,5,44,5.0,4.854
20420226,Cellular & Molecular Immunology,19,124,21.8,4.838
16727681,Cellular & Molecular Immunology,19,124,21.8,4.838
00219738,JOURNAL OF CLINICAL INVESTIGATION,14,544,13.3,4.833
15588238,JOURNAL OF CLINICAL INVESTIGATION,14,544,13.3,4.833
17594790,Nature Reviews Rheumatology,30,182,29.4,4.818
17594804,Nature Reviews Rheumatology,30,182,29.4,4.818
10888683,PERSONALITY AND SOCIAL PSYCHOLOGY REVIEW,13,185,7.7,4.795
15327957,PERSONALITY AND SOCIAL PSYCHOLOGY REVIEW,13,185,7.7,4.795
27310582,Nature Synthesis,0,25,0.0,4.759
1879307X,TRENDS IN COGNITIVE SCIENCES,21,358,16.7,4.758
13646613,TRENDS IN COGNITIVE SCIENCES,21,358,16.7,4.758
09066713,PERIODONTOLOGY 2000,16,151,17.5,4.744
16000757,PERIODONTOLOGY 2000,16,151,17.5,4.744
00016322,ACTA NEUROPATHOLOGICA,13,215,9.3,4.72
14320533,ACTA NEUROPATHOLOGICA,13,215,9.3,4.72
17597323,Quantitative Economics,2,36,1.9,4.72
17597331,Quantitative Economics,2,36,1.9,4.72
15326985,EDUCATIONAL PSYCHOLOGIST,15,154,14.3,4.709
00461520,EDUCATIONAL PSYCHOLOGIST,15,154,14.3,4.709
0066426X,Annual Review of Physical Chemistry,14,186,11.7,4.696
15451593,Annual Review of Physical Chemistry,14,186,11.7,4.696
23299266,IEEE-CAA Journal of Automatica Sinica,10,83,15.3,4.696
23299274,IEEE-CAA Journal of Automatica Sinica,10,83,15.3,4.696
03063674,BRITISH JOURNAL OF SPORTS MEDICINE,14,224,11.6,4.691
14730480,BRITISH JOURNAL OF SPORTS MEDICINE,14,224,11.6,4.691
14602156,BRAIN,12,380,10.6,4.689
00068950,BRAIN,12,380,10.6,4.689
22112855,Nano Energy,16,255,16.8,4.685
13687646,DRUG RESISTANCE UPDATES,18,132,15.8,4.665
15322084,DRUG RESISTANCE UPDATES,18,132,15.8,4.665
15494713,OPHTHALMOLOGY,12,285,13.1,4.642
01616420,OPHTHALMOLOGY,12,285,13.1,4.642
00014826,ACCOUNTING REVIEW,6,192,4.4,4.64
15587967,ACCOUNTING REVIEW,6,192,4.4,4.64
26433230,Blood Cancer Discovery,11,25,11.5,4.64
26433249,Blood Cancer Discovery,11,25,11.5,4.64
1936878X,JACC-Cardiovascular Imaging,13,155,12.8,4.636
18767591,JACC-Cardiovascular Imaging,13,155,12.8,4.636
25735144,Annual Review of Control Robotics and Autonomous Systems,15,36,11.2,4.633
00925853,AMERICAN JOURNAL OF POLITICAL SCIENCE,7,204,5.0,4.629
15405907,AMERICAN JOURNAL OF POLITICAL SCIENCE,7,204,5.0,4.629
10780432,CLINICAL CANCER RESEARCH,11,377,10.0,4.623
15573265,CLINICAL CANCER RESEARCH,11,377,10.0,4.623
2047217X,GigaScience,9,88,11.8,4.621
10471987,POLITICAL ANALYSIS,7,83,4.7,4.612
14764989,POLITICAL ANALYSIS,7,83,4.7,4.612
20960662,Computational Visual Media,0,27,17.3,4.608
20960433,Computational Visual Media,0,27,17.3,4.608
00472506,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,12,229,8.6,4.6
14786990,JOURNAL OF INTERNATIONAL BUSINESS STUDIES,12,229,8.6,4.6
1936086X,ACS Nano,16,478,15.8,4.593
19360851,ACS Nano,16,478,15.8,4.593
18730353,JOURNAL OF INTERNATIONAL ECONOMICS,4,159,3.8,4.583
00221996,JOURNAL OF INTERNATIONAL ECONOMICS,4,159,3.8,4.583
00222380,JOURNAL OF MANAGEMENT STUDIES,10,221,7.0,4.578
14676486,JOURNAL OF MANAGEMENT STUDIES,10,221,7.0,4.578
15589080,Academy of Management Perspectives,9,156,7.2,4.569
15488004,JOURNAL OF HUMAN RESOURCES,5,123,5.3,4.524
0022166X,JOURNAL OF HUMAN RESOURCES,5,123,5.3,4.524
15376605,AMERICAN JOURNAL OF HUMAN GENETICS,9,330,8.1,4.516
00029297,AMERICAN JOURNAL OF HUMAN GENETICS,9,330,8.1,4.516
24058033,Trends in Cancer,17,90,14.3,4.513
24058025,Trends in Cancer,17,90,14.3,4.513
14680297,ECONOMIC JOURNAL,4,185,3.8,4.507
00130133,ECONOMIC JOURNAL,4,185,3.8,4.507
00189286,IEEE TRANSACTIONS ON AUTOMATIC CONTROL,6,329,6.2,4.501
15582523,IEEE TRANSACTIONS ON AUTOMATIC CONTROL,6,329,6.2,4.501
1461023X,ECOLOGY LETTERS,9,313,7.6,4.497
14610248,ECOLOGY LETTERS,9,313,7.6,4.497
15540669,Foundations and Trends in Information Retrieval,12,36,8.3,4.496
15540677,Foundations and Trends in Information Retrieval,12,36,8.3,4.496
23752548,Science Advances,13,252,11.7,4.483
15513203,IEEE Transactions on Industrial Informatics,11,193,11.7,4.42
1469896X,PROTEIN SCIENCE,9,196,4.5,4.419
09618368,PROTEIN SCIENCE,9,196,4.5,4.419
23523018,Lancet HIV,11,81,12.8,4.416
16748018,Protein & Cell,17,94,13.6,4.412
1674800X,Protein & Cell,17,94,13.6,4.412
26436728,Accounts of Materials Research,14,39,14.0,4.403
15495469,GENOME RESEARCH,8,328,6.2,4.403
10889051,GENOME RESEARCH,8,328,6.2,4.403
02782715,HEALTH AFFAIRS,7,212,8.6,4.387
14780895,Qualitative Research in Psychology,9,52,4.6,4.387
14780887,Qualitative Research in Psychology,9,52,4.6,4.387
10489843,LEADERSHIP QUARTERLY,12,189,9.1,4.375
19493029,IEEE Transactions on Sustainable Energy,8,164,8.6,4.364
19493037,IEEE Transactions on Sustainable Energy,8,164,8.6,4.364
21686114,JAMA Internal Medicine,22,390,22.5,4.363
21686106,JAMA Internal Medicine,22,390,22.5,4.363
15278204,Annual Review of Genomics and Human Genetics,9,129,7.7,4.361
1545293X,Annual Review of Genomics and Human Genetics,9,129,7.7,4.361
1469185X,BIOLOGICAL REVIEWS,13,199,11.0,4.347
14647931,BIOLOGICAL REVIEWS,13,199,11.0,4.347
1477870X,QUARTERLY JOURNAL OF THE ROYAL METEOROLOGICAL SOCIETY,7,166,3.0,4.347
00359009,QUARTERLY JOURNAL OF THE ROYAL METEOROLOGICAL SOCIETY,7,166,3.0,4.347
02783649,INTERNATIONAL JOURNAL OF ROBOTICS RESEARCH,9,190,7.5,4.346
17413176,INTERNATIONAL JOURNAL OF ROBOTICS RESEARCH,9,190,7.5,4.346
27668525,SmartMat,15,33,15.3,4.332
2688819X,SmartMat,15,33,15.3,4.332
14679868,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-STATISTICAL METHODOLOGY,6,151,3.1,4.33
13697412,JOURNAL OF THE ROYAL STATISTICAL SOCIETY SERIES B-STATISTICAL METHODOLOGY,6,151,3.1,4.33
26667568,Lancet Healthy Longevity,13,30,13.4,4.324
0002953X,AMERICAN JOURNAL OF PSYCHIATRY,17,395,15.1,4.321
15357228,AMERICAN JOURNAL OF PSYCHIATRY,17,395,15.1,4.321
1040726X,EDUCATIONAL PSYCHOLOGY REVIEW,12,142,10.1,4.321
1573336X,EDUCATIONAL PSYCHOLOGY REVIEW,12,142,10.1,4.321
00209910,INVENTIONES MATHEMATICAE,3,124,2.6,4.321
14321297,INVENTIONES MATHEMATICAE,3,124,2.6,4.321
08908567,JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,10,273,9.2,4.32
15275418,JOURNAL OF THE AMERICAN ACADEMY OF CHILD AND ADOLESCENT PSYCHIATRY,10,273,9.2,4.32
10959068,JOURNAL OF URBAN ECONOMICS,5,132,5.7,4.314
00941190,JOURNAL OF URBAN ECONOMICS,5,132,5.7,4.314
15580857,IEEE TRANSACTIONS ON COMMUNICATIONS,6,235,7.2,4.307
26621991,PhotoniX,16,30,15.7,4.303
00031224,AMERICAN SOCIOLOGICAL REVIEW,14,230,7.1,4.295
19398271,AMERICAN SOCIOLOGICAL REVIEW,14,230,7.1,4.295
13652486,GLOBAL CHANGE BIOLOGY,13,313,10.8,4.285
13541013,GLOBAL CHANGE BIOLOGY,13,313,10.8,4.285
22111247,Cell Reports,8,224,7.5,4.279
26663791,Cell Reports Medicine,0,50,11.7,4.276
23986352,npj Digital Medicine,15,84,12.4,4.273
20013078,Journal of Extracellular Vesicles,19,112,15.5,4.268
1082989X,PSYCHOLOGICAL METHODS,11,183,7.6,4.235
19391463,PSYCHOLOGICAL METHODS,11,183,7.6,4.235
18663516,Earth System Science Data,12,99,11.2,4.231
18663508,Earth System Science Data,12,99,11.2,4.231
23524642,Lancet Child & Adolescent Health,19,69,19.9,4.229
10636706,IEEE TRANSACTIONS ON FUZZY SYSTEMS,9,218,10.7,4.204
20565968,Cell Discovery,14,59,13.0,4.198
15491277,PLOS MEDICINE,11,275,10.5,4.198
15491676,PLOS MEDICINE,11,275,10.5,4.198
00103640,COMMUNICATIONS ON PURE AND APPLIED MATHEMATICS,3,120,3.1,4.188
10970312,COMMUNICATIONS ON PURE AND APPLIED MATHEMATICS,3,120,3.1,4.188
15265536,INFORMATION SYSTEMS RESEARCH,7,185,5.0,4.176
10477047,INFORMATION SYSTEMS RESEARCH,7,185,5.0,4.176
2162237X,IEEE Transactions on Neural Networks and Learning Systems,10,251,10.2,4.17
21622388,IEEE Transactions on Neural Networks and Learning Systems,10,251,10.2,4.17
14714906,TRENDS IN IMMUNOLOGY,16,256,13.1,4.163
14714981,TRENDS IN IMMUNOLOGY,16,256,13.1,4.163
13618415,MEDICAL IMAGE ANALYSIS,11,171,10.7,4.112
13618423,MEDICAL IMAGE ANALYSIS,11,171,10.7,4.112
02767783,MIS QUARTERLY,10,271,7.0,4.105
13509047,CELL DEATH AND DIFFERENTIATION,13,257,13.7,4.102
14765403,CELL DEATH AND DIFFERENTIATION,13,257,13.7,4.102
15401413,Journal of the National Comprehensive Cancer Network,12,150,14.8,4.102
15401405,Journal of the National Comprehensive Cancer Network,12,150,14.8,4.102
15229645,EUROPEAN HEART JOURNAL,32,348,37.6,4.091
0195668X,EUROPEAN HEART JOURNAL,32,348,37.6,4.091
00664227,Annual Review of Microbiology,11,213,8.5,4.082
15453251,Annual Review of Microbiology,11,213,8.5,4.082
14602369,HUMAN REPRODUCTION UPDATE,17,214,14.8,4.074
13554786,HUMAN REPRODUCTION UPDATE,17,214,14.8,4.074
13624326,TRENDS IN BIOCHEMICAL SCIENCES,12,301,11.6,4.074
09680004,TRENDS IN BIOCHEMICAL SCIENCES,12,301,11.6,4.074
15371719,MOLECULAR BIOLOGY AND EVOLUTION,14,245,11.0,4.061
07374038,MOLECULAR BIOLOGY AND EVOLUTION,14,245,11.0,4.061
19312466,Communication Methods and Measures,12,43,6.3,4.06
19312458,Communication Methods and Measures,12,43,6.3,4.06
15548627,Autophagy,16,189,14.6,4.035
23270578,Annual Review of Virology,11,67,8.1,4.023
2327056X,Annual Review of Virology,11,67,8.1,4.023
2307387X,Transactions of the Association for Computational Linguistics,0,56,4.2,4.006
26924560,Aggregate,14,33,13.9,3.994
21682216,IEEE Transactions on Systems Man Cybernetics-Systems,8,171,8.6,3.992
21682232,IEEE Transactions on Systems Man Cybernetics-Systems,8,171,8.6,3.992
00221090,JOURNAL OF FINANCIAL AND QUANTITATIVE ANALYSIS,4,147,3.7,3.98
17566916,JOURNAL OF FINANCIAL AND QUANTITATIVE ANALYSIS,4,147,3.7,3.98
20445385,Blood Cancer Journal,11,76,12.9,3.974
17574676,EMBO Molecular Medicine,11,142,9.0,3.964
17574684,EMBO Molecular Medicine,11,142,9.0,3.964
15454304,Annual Review of Pharmacology and Toxicology,12,224,11.2,3.957
03621642,Annual Review of Pharmacology and Toxicology,12,224,11.2,3.957
0013189X,Educational Researcher,7,151,5.4,3.956
2050084X,eLife,7,206,6.4,3.932
23523026,Lancet Haematology,16,93,15.4,3.923
01621459,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,4,215,3.0,3.922
1537274X,JOURNAL OF THE AMERICAN STATISTICAL ASSOCIATION,4,215,3.0,3.922
21983844,Advanced Science,16,187,14.3,3.914
1741315X,Strategic Organization,6,73,5.2,3.914
14761270,Strategic Organization,6,73,5.2,3.914
21686262,JAMA Surgery,16,206,15.7,3.905
21686254,JAMA Surgery,16,206,15.7,3.905
08908044,IEEE NETWORK,8,151,6.8,3.896
1558156X,IEEE NETWORK,8,151,6.8,3.896
14765578,MOLECULAR PSYCHIATRY,11,250,9.6,3.895
13594184,MOLECULAR PSYCHIATRY,11,250,9.6,3.895
00852538,KIDNEY INTERNATIONAL,13,318,14.8,3.886
15231755,KIDNEY INTERNATIONAL,13,318,14.8,3.886
1747938X,Educational Research Review,13,100,9.6,3.874
0361476X,CONTEMPORARY EDUCATIONAL PSYCHOLOGY,8,130,3.9,3.863
10902384,CONTEMPORARY EDUCATIONAL PSYCHOLOGY,8,130,3.9,3.863
17562171,RAND JOURNAL OF ECONOMICS,2,127,2.8,3.86
07416261,RAND JOURNAL OF ECONOMICS,2,127,2.8,3.86
21555435,ACS Catalysis,12,293,11.3,3.847
19457669,American Economic Journal-Microeconomics,2,54,2.2,3.835
19457685,American Economic Journal-Microeconomics,2,54,2.2,3.835
0960085X,EUROPEAN JOURNAL OF INFORMATION SYSTEMS,9,128,7.3,3.824
14769344,EUROPEAN JOURNAL OF INFORMATION SYSTEMS,9,128,7.3,3.824
15449173,PLOS BIOLOGY,8,305,7.8,3.822
15457885,PLOS BIOLOGY,8,305,7.8,3.822
19324553,IEEE Journal of Selected Topics in Signal Processing,8,141,8.7,3.818
09031936,EUROPEAN RESPIRATORY JOURNAL,17,282,16.6,3.81
13993003,EUROPEAN RESPIRATORY JOURNAL,17,282,16.6,3.81
21681007,Academy of Management Discoveries,6,26,4.3,3.803
20492618,Microbiome,17,143,13.8,3.802
26667924,Advances in Applied Energy,13,33,13.0,3.788
00491241,SOCIOLOGICAL METHODS & RESEARCH,6,94,6.5,3.788
15528294,SOCIOLOGICAL METHODS & RESEARCH,6,94,6.5,3.788
00063223,Biological Psychiatry,10,356,9.6,3.786
18732402,Biological Psychiatry,10,356,9.6,3.786
23266066,Cancer Immunology Research,10,134,8.1,3.781
23266074,Cancer Immunology Research,10,134,8.1,3.781
15477398,DUKE MATHEMATICAL JOURNAL,2,95,2.3,3.774
00127094,DUKE MATHEMATICAL JOURNAL,2,95,2.3,3.774
24723428,Annual Review of Cancer Biology,7,36,4.7,3.766
00315826,PERSONNEL PSYCHOLOGY,7,167,4.7,3.763
17446570,PERSONNEL PSYCHOLOGY,7,167,4.7,3.763
10916490,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,10,869,9.4,3.737
00278424,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,10,869,9.4,3.737
15250024,MOLECULAR THERAPY,11,209,12.1,3.736
15250016,MOLECULAR THERAPY,11,209,12.1,3.736
20511426,Journal for ImmunoTherapy of Cancer,11,117,10.3,3.728
23747951,ACS Central Science,15,136,12.7,3.722
23747943,ACS Central Science,15,136,12.7,3.722
15408140,JOURNAL OF CELL BIOLOGY,8,414,7.4,3.717
00219525,JOURNAL OF CELL BIOLOGY,8,414,7.4,3.717
26659913,Lancet Rheumatology,14,54,15.0,3.717
21986061,Current Climate Change Reports,15,53,9.3,3.713
27310590,Nature Cardiovascular Research,9,15,9.4,3.71
23265191,Arthritis & Rheumatology,11,353,11.4,3.708
23265205,Arthritis & Rheumatology,11,353,11.4,3.708
00039527,ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS,3,111,2.6,3.703
14320673,ARCHIVE FOR RATIONAL MECHANICS AND ANALYSIS,3,111,2.6,3.703
02780062,IEEE TRANSACTIONS ON MEDICAL IMAGING,11,259,8.9,3.703
1558254X,IEEE TRANSACTIONS ON MEDICAL IMAGING,11,259,8.9,3.703
10976825,JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY,10,338,11.4,3.701
00916749,JOURNAL OF ALLERGY AND CLINICAL IMMUNOLOGY,10,338,11.4,3.701
17517362,ISME Journal,11,230,10.8,3.692
17517370,ISME Journal,11,230,10.8,3.692
00338419,RADIOLOGY,13,336,12.1,3.692
01689525,TRENDS IN GENETICS,11,245,13.6,3.69
13624555,TRENDS IN GENETICS,11,245,13.6,3.69
15740137,Computer Science Review,13,75,13.3,3.679
12263613,EXPERIMENTAL AND MOLECULAR MEDICINE,11,115,9.5,3.671
20926413,EXPERIMENTAL AND MOLECULAR MEDICINE,11,115,9.5,3.671
15523098,IEEE Transactions on Robotics,9,190,9.4,3.669
03057372,CANCER TREATMENT REVIEWS,10,164,9.6,3.667
15321967,CANCER TREATMENT REVIEWS,10,164,9.6,3.667
10990836,Business Strategy and the Environment,14,147,12.5,3.666
09644733,Business Strategy and the Environment,14,147,12.5,3.666
08876924,LEUKEMIA,10,219,12.8,3.662
14765551,LEUKEMIA,10,219,12.8,3.662
15328007,STRUCTURAL EQUATION MODELING-A MULTIDISCIPLINARY JOURNAL,5,125,2.5,3.647
10705511,STRUCTURAL EQUATION MODELING-A MULTIDISCIPLINARY JOURNAL,5,125,2.5,3.647
18732194,PROGRESS IN LIPID RESEARCH,15,168,14.0,3.638
01637827,PROGRESS IN LIPID RESEARCH,15,168,14.0,3.638
19324391,Strategic Entrepreneurship Journal,11,69,5.4,3.628
1932443X,Strategic Entrepreneurship Journal,11,69,5.4,3.628
25220128,Advanced Composites and Hybrid Materials,17,70,23.2,3.623
25220136,Advanced Composites and Hybrid Materials,17,70,23.2,3.623
1532298X,PLANT CELL,11,397,10.0,3.616
10404651,PLANT CELL,11,397,10.0,3.616
19319401,Applied Physics Reviews,16,105,11.9,3.61
15318249,ANNALS OF NEUROLOGY,9,331,8.1,3.6
03645134,ANNALS OF NEUROLOGY,9,331,8.1,3.6
22351795,Liver Cancer,12,56,11.6,3.599
16645553,Liver Cancer,12,56,11.6,3.599
14208970,GEOMETRIC AND FUNCTIONAL ANALYSIS,2,77,2.4,3.597
1016443X,GEOMETRIC AND FUNCTIONAL ANALYSIS,2,77,2.4,3.597
00187267,HUMAN RELATIONS,6,162,4.5,3.597
1741282X,HUMAN RELATIONS,6,162,4.5,3.597
13640321,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,16,421,16.3,3.596
18790690,RENEWABLE & SUSTAINABLE ENERGY REVIEWS,16,421,16.3,3.596
00431354,WATER RESEARCH,12,376,11.4,3.596
18792448,WATER RESEARCH,12,376,11.4,3.596
10966099,REVIEW OF ECONOMIC DYNAMICS,2,73,2.3,3.582
10942025,REVIEW OF ECONOMIC DYNAMICS,2,73,2.3,3.582
26927640,Energy Material Advances,14,20,14.8,3.563
15322955,SLEEP MEDICINE REVIEWS,12,181,11.2,3.561
10870792,SLEEP MEDICINE REVIEWS,12,181,11.2,3.561
09550674,CURRENT OPINION IN CELL BIOLOGY,6,278,6.0,3.559
18790410,CURRENT OPINION IN CELL BIOLOGY,6,278,6.0,3.559
10577149,IEEE TRANSACTIONS ON IMAGE PROCESSING,12,329,10.8,3.556
01409883,Energy Economics,12,210,13.6,3.555
18736181,Energy Economics,12,210,13.6,3.555
01052896,IMMUNOLOGICAL REVIEWS,10,254,7.5,3.554
1600065X,IMMUNOLOGICAL REVIEWS,10,254,7.5,3.554
23342536,Optica,9,143,8.4,3.549
15327663,JOURNAL OF CONSUMER PSYCHOLOGY,4,139,4.0,3.531
10577408,JOURNAL OF CONSUMER PSYCHOLOGY,4,139,4.0,3.531
25895370,EClinicalMedicine,9,80,9.6,3.522
17592879,Research Synthesis Methods,11,68,5.0,3.52
17592887,Research Synthesis Methods,11,68,5.0,3.52
0013936X,ENVIRONMENTAL SCIENCE & TECHNOLOGY,11,480,10.8,3.516
15205851,ENVIRONMENTAL SCIENCE & TECHNOLOGY,11,480,10.8,3.516
17437202,Health Psychology Review,9,72,6.6,3.509
17437199,Health Psychology Review,9,72,6.6,3.509
19413297,Circulation-Heart Failure,9,136,7.8,3.505
19413289,Circulation-Heart Failure,9,136,7.8,3.505
25750356,Energy & Environmental Materials,14,51,13.0,3.493
01121642,SPORTS MEDICINE,11,229,9.3,3.492
11792035,SPORTS MEDICINE,11,229,9.3,3.492
15523829,COMPARATIVE POLITICAL STUDIES,5,129,4.2,3.491
00104140,COMPARATIVE POLITICAL STUDIES,5,129,4.2,3.491
10909516,JOURNAL OF WORLD BUSINESS,9,142,8.9,3.49
1878044X,Nano Today,14,175,13.2,3.483
17480132,Nano Today,14,175,13.2,3.483
25743805,JAMA Network Open,11,128,10.5,3.478
17590876,Wiley Interdisciplinary Reviews-Computational Molecular Science,20,105,16.8,3.473
17590884,Wiley Interdisciplinary Reviews-Computational Molecular Science,20,105,16.8,3.473
15557561,Theoretical Economics,1,37,1.2,3.47
00085472,CANCER RESEARCH,11,498,12.5,3.468
15387445,CANCER RESEARCH,11,498,12.5,3.468
2452199X,Bioactive Materials,18,90,18.0,3.466
22278508,Journal of Advanced Ceramics,15,64,18.6,3.457
22264108,Journal of Advanced Ceramics,15,64,18.6,3.457
26671093,Chem Catalysis,0,29,11.5,3.455
1536867X,Stata Journal,6,104,3.2,3.453
0169409X,ADVANCED DRUG DELIVERY REVIEWS,17,366,15.2,3.411
18728294,ADVANCED DRUG DELIVERY REVIEWS,17,366,15.2,3.411
15306992,NANO LETTERS,10,550,9.6,3.411
15306984,NANO LETTERS,10,550,9.6,3.411
25895559,JHEP Reports,9,42,9.5,3.409
15333450,JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY,10,321,10.3,3.409
10466673,JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY,10,321,10.3,3.409
15526763,Journal of Travel Research,9,172,8.0,3.408
00472875,Journal of Travel Research,9,172,8.0,3.408
15405885,JOURNAL OF PRODUCT INNOVATION MANAGEMENT,12,171,10.1,3.402
07376782,JOURNAL OF PRODUCT INNOVATION MANAGEMENT,12,171,10.1,3.402
25247921,Advanced Fiber Materials,15,43,17.2,3.398
2524793X,Advanced Fiber Materials,15,43,17.2,3.398
25903330,One Earth,18,55,15.1,3.392
25903322,One Earth,18,55,15.1,3.392
07350015,JOURNAL OF BUSINESS & ECONOMIC STATISTICS,4,118,2.9,3.385
15372707,JOURNAL OF BUSINESS & ECONOMIC STATISTICS,4,118,2.9,3.385
23274662,IEEE Internet of Things Journal,9,179,8.2,3.382
20954700,Bone Research,14,65,14.3,3.378
20956231,Bone Research,14,65,14.3,3.378
16720229,GENOMICS PROTEOMICS & BIOINFORMATICS,10,73,11.5,3.378
22103244,GENOMICS PROTEOMICS & BIOINFORMATICS,10,73,11.5,3.378
15681637,AGEING RESEARCH REVIEWS,13,162,12.5,3.376
18729649,AGEING RESEARCH REVIEWS,13,162,12.5,3.376
20516347,Materials Horizons,12,131,12.2,3.376
20516355,Materials Horizons,12,131,12.2,3.376
20964579,Opto-Electronic Advances,11,42,15.3,3.374
20563744,Evolution Letters,4,33,3.4,3.373
2444569X,Journal of Innovation & Knowledge,14,54,15.6,3.372
25307614,Journal of Innovation & Knowledge,14,54,15.6,3.372
23327731,IEEE Transactions on Cognitive Communications and Networking,6,54,7.4,3.371
20479158,Translational Neurodegeneration,11,62,10.8,3.371
25673173,EcoMat,12,36,10.7,3.369
14643510,BIOMETRIKA,3,132,2.4,3.358
00063444,BIOMETRIKA,3,132,2.4,3.358
0003066X,AMERICAN PSYCHOLOGIST,15,268,12.3,3.357
1935990X,AMERICAN PSYCHOLOGIST,15,268,12.3,3.357
14770288,PROGRESS IN HUMAN GEOGRAPHY,8,178,6.3,3.357
03091325,PROGRESS IN HUMAN GEOGRAPHY,8,178,6.3,3.357
0012186X,DIABETOLOGIA,9,261,8.4,3.355
14320428,DIABETOLOGIA,9,261,8.4,3.355
10949968,JOURNAL OF INTERACTIVE MARKETING,10,126,6.8,3.355
15206653,JOURNAL OF INTERACTIVE MARKETING,10,126,6.8,3.355
10584609,POLITICAL COMMUNICATION,8,105,4.6,3.348
10917675,POLITICAL COMMUNICATION,8,105,4.6,3.348
16136829,Small,13,294,13.0,3.348
16136810,Small,13,294,13.0,3.348
25895974,Trends in Chemistry,17,67,14.0,3.348
19368631,Journal of Hospitality Marketing & Management,11,79,11.9,3.347
19368623,Journal of Hospitality Marketing & Management,11,79,11.9,3.347
15393704,ANNALS OF INTERNAL MEDICINE,28,433,19.6,3.337
00034819,ANNALS OF INTERNAL MEDICINE,28,433,19.6,3.337
19413084,Circulation-Arrhythmia and Electrophysiology,7,128,9.1,3.335
19413149,Circulation-Arrhythmia and Electrophysiology,7,128,9.1,3.335
03044130,EUROPEAN JOURNAL OF POLITICAL RESEARCH,5,118,3.6,3.334
14756765,EUROPEAN JOURNAL OF POLITICAL RESEARCH,5,118,3.6,3.334
21628564,CALIFORNIA MANAGEMENT REVIEW,17,155,6.3,3.33
00081256,CALIFORNIA MANAGEMENT REVIEW,17,155,6.3,3.33
15384365,ASTROPHYSICAL JOURNAL SUPPLEMENT SERIES,9,272,8.6,3.329
00670049,ASTROPHYSICAL JOURNAL SUPPLEMENT SERIES,9,272,8.6,3.329
00071234,BRITISH JOURNAL OF POLITICAL SCIENCE,5,114,4.6,3.32
